Status;Ano SolicitaÁ„o;SEI;Sexo;Estado Civil;Idade SolicitaÁ„o;PaÌs de Origem;Continente;Cidade SolicitaÁ„o;UF SolicitaÁ„o;Ano Decis„o;Motivo Arquivamento;Diff_Decisao_solicitacao;Alvo
ARQUIVADOS;2011;N√O;MASCULINO;SOLTEIRO(A);28;BANGLADECHE;¡sia;BrasÌlia;DF;2013;Decis„o Cnig Res. 27;2;A
ARQUIVADOS;2014;SIM;MASCULINO;SOLTEIRO(A);19;JORD¬NIA;Oriente MÈdio;BrasÌlia;DF;2016;N„o Comparecimento A 2 Entrevistas Consecutivas;2;A
ARQUIVADOS;2013;SIM;MASCULINO;SOLTEIRO(A);28;BANGLADECHE;¡sia;GuaÌra;PR;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;SIM;MASCULINO;SOLTEIRO(A);26;BANGLADECHE;¡sia;Goi‚nia;GO;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;SIM;MASCULINO;CASADO(A);23;GUIN…-BISSAU;¡frica;S„o Paulo;SP;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;SIM;MASCULINO;SOLTEIRO(A);23;BANGLADECHE;¡sia;CascavÈl;PR;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;SIM;MASCULINO;SOLTEIRO(A);26;BANGLADECHE;¡sia;CascavÈl;PR;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;SIM;MASCULINO;SOLTEIRO(A);27;BANGLADECHE;¡sia;GuaÌra;PR;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2011;N√O;MASCULINO;CASADO(A);51;PAQUIST√O;¡sia;BrasÌlia;DF;2013;Decis„o Cnig Res. 27;2;A
ARQUIVADOS;2013;SIM;MASCULINO;SOLTEIRO(A);20;BANGLADECHE;¡sia;BrasÌlia;DF;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;SIM;MASCULINO;SOLTEIRO(A);27;BANGLADECHE;¡sia;GuaÌra;PR;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;SIM;MASCULINO;CASADO(A);22;BANGLADECHE;¡sia;Goi‚nia;GO;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;SIM;MASCULINO;SOLTEIRO(A);18;BANGLADECHE;¡sia;CascavÈl;PR;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;SIM;MASCULINO;SOLTEIRO(A);24;BANGLADECHE;¡sia;Goi‚nia;GO;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;SIM;MASCULINO;SOLTEIRO(A);27;BANGLADECHE;¡sia;Londrina;PR;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;SIM;MASCULINO;CASADO(A);32;BANGLADECHE;¡sia;BrasÌlia;DF;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;SIM;MASCULINO;SOLTEIRO(A);27;BANGLADECHE;¡sia;CascavÈl;PR;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;SIM;MASCULINO;SOLTEIRO(A);41;BANGLADECHE;¡sia;Goi‚nia;GO;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2012;SIM;MASCULINO;CASADO(A);34;NEPAL;¡sia;S„o Paulo;SP;2013;Decis„o Cnig Res. 27;1;B
ARQUIVADOS;2013;N√O;MASCULINO;SOLTEIRO(A);33;ÕNDIA;¡sia;GuaÌra;PR;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2012;N√O;FEMININO;SOLTEIRO(A);26;CUBA;AmÈrica Central;S„o Paulo;SP;2013;Decis„o Cnig Res. 27;1;B
ARQUIVADOS;2011;SIM;FEMININO;SOLTEIRO(A);26;GUIN…-BISSAU;¡frica;Rio De Janeiro;RJ;2013;Decis„o Cnig Res. 27;2;A
ARQUIVADOS;2013;SIM;MASCULINO;CASADO(A);36;BANGLADECHE;¡sia;Londrina;PR;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2014;SIM;MASCULINO;CASADO(A);40;PAQUIST√O;¡sia;BrasÌlia;DF;2016;N„o Comparecimento A 2 Entrevistas Consecutivas;2;A
ARQUIVADOS;2014;SIM;MASCULINO;SOLTEIRO(A);26;PAQUIST√O;¡sia;BrasÌlia;DF;2016;N„o Comparecimento A 2 Entrevistas Consecutivas;2;A
ARQUIVADOS;2011;SIM;MASCULINO;DIVORCIADO(A);27;BANGLADECHE;¡sia;Manaus;AM;2012;DesistÍncia Volunt·ria;1;B
ARQUIVADOS;2012;N√O;MASCULINO;SOLTEIRO(A);20;PAQUIST√O;¡sia;BrasÌlia;DF;2013;Decis„o Cnig Res. 27;1;B
ARQUIVADOS;2013;N√O;MASCULINO;SOLTEIRO(A);25;PAQUIST√O;¡sia;S„o Paulo;SP;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;N√O;MASCULINO;SOLTEIRO(A);23;BANGLADECHE;¡sia;S„o Paulo;SP;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;SIM;MASCULINO;CASADO(A);31;SENEGAL;¡frica;BrasilÈia;AC;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;N√O;MASCULINO;SOLTEIRO(A);28;SENEGAL;¡frica;Barrac„o;PR;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2015;SIM;MASCULINO;CASADO(A);45;NIG…RIA;¡frica;Manaus;AM;2016;N„o Comparecimento A 2 Entrevistas Consecutivas;1;B
ARQUIVADOS;2013;SIM;MASCULINO;SOLTEIRO(A);29;BANGLADECHE;¡sia;CascavÈl;PR;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;SIM;MASCULINO;SOLTEIRO(A);24;BANGLADECHE;¡sia;BrasÌlia;DF;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;SIM;MASCULINO;SOLTEIRO(A);39;GUIN…-BISSAU;¡frica;S„o Paulo;SP;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2012;SIM;MASCULINO;SOLTEIRO(A);22;BANGLADECHE;¡sia;BrasÌlia;DF;2013;Decis„o Cnig Res. 27;1;B
ARQUIVADOS;2013;SIM;MASCULINO;SOLTEIRO(A);29;BANGLADECHE;¡sia;BrasÌlia;DF;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;SIM;MASCULINO;CASADO(A);24;BANGLADECHE;¡sia;Goi‚nia;GO;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;SIM;MASCULINO;CASADO(A);28;BANGLADECHE;¡sia;Goi‚nia;GO;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;SIM;MASCULINO;SOLTEIRO(A);25;BANGLADECHE;¡sia;Barrac„o;PR;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2008;N√O;MASCULINO;SOLTEIRO(A);29;GUIN…-BISSAU;¡frica;S„o Paulo;SP;2009;DesistÍncia Volunt·ria;1;B
ARQUIVADOS;2013;SIM;MASCULINO;SOLTEIRO(A);35;SENEGAL;¡frica;BrasilÈia;AC;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;SIM;MASCULINO;SOLTEIRO(A);22;SENEGAL;¡frica;BrasilÈia;AC;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2014;SIM;FEMININO;MENOR;6;COL‘MBIA;AmÈrica Do Sul;Tabatinga;AM;2016;Deixou De Atualizar EndereÁo;2;A
ARQUIVADOS;2012;N√O;FEMININO;CASADO(A);35;CUBA;AmÈrica Central;S„o Paulo;SP;2013;Decis„o Cnig Res. 27;1;B
ARQUIVADOS;2013;SIM;MASCULINO;CASADO(A);22;BANGLADECHE;¡sia;Goi‚nia;GO;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;SIM;MASCULINO;SOLTEIRO(A);20;BANGLADECHE;¡sia;BrasÌlia;DF;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;SIM;MASCULINO;SOLTEIRO(A);25;BANGLADECHE;¡sia;Goi‚nia;GO;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2012;SIM;MASCULINO;SOLTEIRO(A);26;GUIN…-BISSAU;¡frica;Rio De Janeiro;RJ;2013;Decis„o Cnig Res. 27;1;B
ARQUIVADOS;2013;SIM;MASCULINO;SOLTEIRO(A);26;ANGOLA;¡frica;S„o Paulo;SP;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;SIM;MASCULINO;SOLTEIRO(A);20;BANGLADECHE;¡sia;Barrac„o;PR;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2014;SIM;MASCULINO;SOLTEIRO(A);26;GANA;¡frica;Rio De Janeiro;RJ;2016;N„o Comparecimento A 2 Entrevistas Consecutivas;2;A
ARQUIVADOS;2012;SIM;MASCULINO;SOLTEIRO(A);26;GANA;¡frica;Crici˙ma;SC;2013;Decis„o Cnig Res. 27;1;B
ARQUIVADOS;2013;N√O;MASCULINO;SOLTEIRO(A);23;PAQUIST√O;¡sia;BrasÌlia;DF;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;SIM;MASCULINO;SOLTEIRO(A);55;BANGLADECHE;¡sia;Ponta Grossa;PR;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2011;SIM;MASCULINO;SOLTEIRO(A);26;BANGLADECHE;¡sia;BrasilÈia;AC;2013;Decis„o Cnig Res. 27;2;A
ARQUIVADOS;2014;SIM;FEMININO;MENOR;7;IRAQUE;Oriente MÈdio;BrasÌlia;DF;2016;N„o Comparecimento A 2 Entrevistas Consecutivas;2;A
ARQUIVADOS;2013;N√O;MASCULINO;SOLTEIRO(A);29;BANGLADECHE;¡sia;BrasÌlia;DF;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;SIM;MASCULINO;CASADO(A);33;SENEGAL;¡frica;BrasilÈia;AC;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;N√O;MASCULINO;CASADO(A);41;SENEGAL;¡frica;Porto Alegre;RS;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;N√O;MASCULINO;CASADO(A);32;SENEGAL;¡frica;Caxias Do Sul;RS;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;SIM;MASCULINO;SOLTEIRO(A);23;BANGLADECHE;¡sia;GuaÌra;PR;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;SIM;MASCULINO;SOLTEIRO(A);34;BANGLADECHE;¡sia;BrasÌlia;DF;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;SIM;MASCULINO;SOLTEIRO(A);25;BANGLADECHE;¡sia;GuaÌra;PR;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;N√O;MASCULINO;SOLTEIRO(A);21;BANGLADECHE;¡sia;BrasÌlia;DF;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;SIM;MASCULINO;SOLTEIRO(A);25;BANGLADECHE;¡sia;Goi‚nia;GO;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;SIM;MASCULINO;SOLTEIRO(A);28;BANGLADECHE;¡sia;Goi‚nia;GO;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;SIM;MASCULINO;SOLTEIRO(A);20;BANGLADECHE;¡sia;CascavÈl;PR;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;SIM;MASCULINO;CASADO(A);30;BANGLADECHE;¡sia;GuaÌra;PR;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2012;N√O;MASCULINO;CASADO(A);31;PAQUIST√O;¡sia;Rio De Janeiro;RJ;2013;Decis„o Cnig Res. 27;1;B
ARQUIVADOS;2013;N√O;MASCULINO;SOLTEIRO(A);50;BANGLADECHE;¡sia;BrasÌlia;DF;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2014;SIM;MASCULINO;MENOR;4;IRAQUE;Oriente MÈdio;BrasÌlia;DF;2016;N„o Comparecimento A 2 Entrevistas Consecutivas;2;A
ARQUIVADOS;2013;SIM;MASCULINO;SOLTEIRO(A);26;BANGLADECHE;¡sia;BrasÌlia;DF;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2012;SIM;MASCULINO;SOLTEIRO(A);32;GUIN…-BISSAU;¡frica;S„o Paulo;SP;2013;Decis„o Cnig Res. 27;1;B
ARQUIVADOS;2012;SIM;MASCULINO;SOLTEIRO(A);33;ETI”PIA;¡frica;BrasÌlia;DF;2016;Deixou De Atualizar EndereÁo;4;A
ARQUIVADOS;2012;SIM;MASCULINO;SOLTEIRO(A);25;NIG…RIA;¡frica;Fortaleza;CE;2016;Deixou De Atualizar EndereÁo;4;A
ARQUIVADOS;2013;SIM;MASCULINO;UNI√O EST¡VEL;38;REP. DOMINICANA;AmÈrica Central;BrasilÈia;AC;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;SIM;MASCULINO;CASADO(A);33;REP. DOMINICANA;AmÈrica Central;BrasilÈia;AC;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2015;SIM;FEMININO;SOLTEIRO(A);23;ANGOLA;¡frica;Rio De Janeiro;RJ;2016;N„o Comparecimento A 2 Entrevistas Consecutivas;1;B
ARQUIVADOS;2013;N√O;MASCULINO;SOLTEIRO(A);28;SENEGAL;¡frica;Barrac„o;PR;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;N√O;MASCULINO;SOLTEIRO(A);24;SENEGAL;¡frica;Barrac„o;PR;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;SIM;MASCULINO;SOLTEIRO(A);33;SENEGAL;¡frica;S„o Paulo;SP;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;N√O;MASCULINO;CASADO(A);29;SENEGAL;¡frica;Porto Alegre;RS;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;SIM;MASCULINO;CASADO(A);36;SENEGAL;¡frica;BrasilÈia;AC;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2012;SIM;MASCULINO;SOLTEIRO(A);31;SENEGAL;¡frica;S„o Paulo;SP;2013;Decis„o Cnig Res. 27;1;B
ARQUIVADOS;2013;SIM;MASCULINO;SOLTEIRO(A);24;SENEGAL;¡frica;Porto Alegre;RS;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;SIM;MASCULINO;CASADO(A);35;SENEGAL;¡frica;BrasilÈia;AC;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;SIM;MASCULINO;CASADO(A);25;SENEGAL;¡frica;BrasilÈia;AC;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2012;SIM;MASCULINO;CASADO(A);28;SENEGAL;¡frica;Caxias Do Sul;RS;2013;Decis„o Cnig Res. 27;1;B
ARQUIVADOS;2013;SIM;MASCULINO;SOLTEIRO(A);22;BANGLADECHE;¡sia;Goi‚nia;GO;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;SIM;MASCULINO;SOLTEIRO(A);22;BANGLADECHE;¡sia;Londrina;PR;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;SIM;MASCULINO;SOLTEIRO(A);36;BANGLADECHE;¡sia;GuaÌra;PR;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;SIM;MASCULINO;CASADO(A);40;BANGLADECHE;¡sia;CascavÈl;PR;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2011;SIM;MASCULINO;SOLTEIRO(A);31;BANGLADECHE;¡sia;BrasÌlia;DF;2013;Decis„o Cnig Res. 27;2;A
ARQUIVADOS;2013;SIM;MASCULINO;SOLTEIRO(A);32;BANGLADECHE;¡sia;Goi‚nia;GO;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2011;N√O;MASCULINO;SOLTEIRO(A);31;NIG…RIA;¡frica;Tabatinga;AM;2013;Decis„o Cnig Res. 27;2;A
ARQUIVADOS;2014;SIM;MASCULINO;SOLTEIRO(A);27;MO«AMBIQUE;¡frica;S„o Paulo;SP;2016;N„o Comparecimento A 2 Entrevistas Consecutivas;2;A
ARQUIVADOS;2012;N√O;MASCULINO;SOLTEIRO(A);41;GUIN…-BISSAU;¡frica;S„o Paulo;SP;2013;Decis„o Cnig Res. 27;1;B
ARQUIVADOS;2013;SIM;MASCULINO;SOLTEIRO(A);29;GUIN…-BISSAU;¡frica;Rio De Janeiro;RJ;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2011;N√O;MASCULINO;SOLTEIRO(A);31;GUIN…-BISSAU;¡frica;S„o Paulo;SP;2013;Decis„o Cnig Res. 27;2;A
ARQUIVADOS;2013;SIM;MASCULINO;SOLTEIRO(A);29;REP. DOMINICANA;AmÈrica Central;BrasilÈia;AC;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;N√O;MASCULINO;SOLTEIRO(A);25;BANGLADECHE;¡sia;BrasÌlia;DF;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;SIM;MASCULINO;SOLTEIRO(A);24;BANGLADECHE;¡sia;Goi‚nia;GO;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;SIM;MASCULINO;SOLTEIRO(A);24;SENEGAL;¡frica;Caxias Do Sul;RS;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;SIM;MASCULINO;CASADO(A);31;SENEGAL;¡frica;S„o Paulo;SP;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;SIM;MASCULINO;SOLTEIRO(A);0;BANGLADECHE;¡sia;GuaÌra;PR;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;SIM;MASCULINO;SOLTEIRO(A);22;BANGLADECHE;¡sia;Londrina;PR;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2012;N√O;MASCULINO;SOLTEIRO(A);32;BANGLADECHE;¡sia;BrasÌlia;DF;2013;Decis„o Cnig Res. 27;1;B
ARQUIVADOS;2012;N√O;MASCULINO;SOLTEIRO(A);0;NIG…RIA;¡frica;S„o Paulo;SP;2013;Decis„o Cnig Res. 27;1;B
ARQUIVADOS;2014;SIM;MASCULINO;SOLTEIRO(A);29;NIG…RIA;¡frica;Manaus;AM;2016;DesistÍncia Volunt·ria;2;A
ARQUIVADOS;2013;N√O;MASCULINO;SOLTEIRO(A);18;NIG…RIA;¡frica;S„o Paulo;SP;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;SIM;MASCULINO;CASADO(A);27;BANGLADECHE;¡sia;Barrac„o;PR;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;SIM;MASCULINO;SOLTEIRO(A);29;GUIN…-BISSAU;¡frica;S„o Paulo;SP;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2015;SIM;MASCULINO;SOLTEIRO(A);28;GUIN…-BISSAU;¡frica;S„o Paulo;SP;2016;N„o Comparecimento A 2 Entrevistas Consecutivas;1;B
ARQUIVADOS;2014;SIM;MASCULINO;CASADO(A);29;PAQUIST√O;¡sia;BrasÌlia;DF;2016;N„o Comparecimento A 2 Entrevistas Consecutivas;2;A
ARQUIVADOS;2013;SIM;FEMININO;SOLTEIRO(A);50;REP. DOMINICANA;AmÈrica Central;BrasilÈia;AC;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;SIM;MASCULINO;SOLTEIRO(A);28;SERRA LEOA;¡frica;S„o Paulo;SP;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;SIM;MASCULINO;SOLTEIRO(A);19;BANGLADECHE;¡sia;GuaÌra;PR;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2012;N√O;MASCULINO;SOLTEIRO(A);27;PAQUIST√O;¡sia;BrasÌlia;DF;2013;Decis„o Cnig Res. 27;1;B
ARQUIVADOS;2012;SIM;MASCULINO;DIVORCIADO(A);34;REP. DEM. DO CONGO;¡frica;BrasÌlia;DF;2016;N„o Comparecimento A 2 Entrevistas Consecutivas;4;A
ARQUIVADOS;2012;N√O;MASCULINO;CASADO(A);29;NEPAL;¡sia;BrasÌlia;DF;2013;Decis„o Cnig Res. 27;1;B
ARQUIVADOS;2013;SIM;MASCULINO;CASADO(A);38;BANGLADECHE;¡sia;Barrac„o;PR;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;SIM;MASCULINO;CASADO(A);46;ÕNDIA;¡sia;BrasÌlia;DF;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;SIM;MASCULINO;CASADO(A);48;REP. DOMINICANA;AmÈrica Central;BrasilÈia;AC;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2012;SIM;FEMININO;SOLTEIRO(A);26;COL‘MBIA;AmÈrica Do Sul;Rio De Janeiro;RJ;2013;Decis„o Cnig Res. 27;1;B
ARQUIVADOS;2013;SIM;FEMININO;UNI√O EST¡VEL;42;REP. DOMINICANA;AmÈrica Central;BrasilÈia;AC;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2010;N√O;FEMININO;MENOR;1;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2013;Decis„o Cnig Res. 27;3;A
ARQUIVADOS;2015;SIM;FEMININO;CASADO(A);22;REP. DEM. DO CONGO;¡frica;BrasÌlia;DF;2016;N„o Comparecimento A 2 Entrevistas Consecutivas;1;B
ARQUIVADOS;2011;SIM;MASCULINO;SOLTEIRO(A);30;ANGOLA;¡frica;Rio De Janeiro;RJ;2013;Decis„o Cnig Res. 27;2;A
ARQUIVADOS;2013;SIM;FEMININO;CASADO(A);38;REP. DOMINICANA;AmÈrica Central;Maring·;PR;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2008;N√O;MASCULINO;SOLTEIRO(A);31;GUIN…-BISSAU;¡frica;S„o Paulo;SP;2009;DesistÍncia Volunt·ria;1;B
ARQUIVADOS;2015;SIM;MASCULINO;SOLTEIRO(A);25;VENEZUELA;AmÈrica Do Sul;Porto Alegre;RS;2016;N„o Comparecimento A 2 Entrevistas Consecutivas;1;B
ARQUIVADOS;2011;N√O;MASCULINO;SOLTEIRO(A);32;GUIN…-BISSAU;¡frica;S„o Paulo;SP;2013;Decis„o Cnig Res. 27;2;A
ARQUIVADOS;2012;SIM;MASCULINO;SOLTEIRO(A);26;GUIN…-BISSAU;¡frica;Rio De Janeiro;RJ;2013;Decis„o Cnig Res. 27;1;B
ARQUIVADOS;2013;N√O;MASCULINO;SOLTEIRO(A);22;GANA;¡frica;Crici˙ma;SC;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;SIM;MASCULINO;SOLTEIRO(A);25;ÕNDIA;¡sia;S„o Paulo;SP;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2012;SIM;MASCULINO;SOLTEIRO(A);23;ÕNDIA;¡sia;BrasÌlia;DF;2013;Decis„o Cnig Res. 27;1;B
ARQUIVADOS;2012;N√O;MASCULINO;SOLTEIRO(A);34;NIG…RIA;¡frica;S„o Paulo;SP;2013;Decis„o Cnig Res. 27;1;B
ARQUIVADOS;2013;SIM;MASCULINO;SOLTEIRO(A);24;GUIN…-BISSAU;¡frica;Rio De Janeiro;RJ;2016;N„o Comparecimento A 2 Entrevistas Consecutivas;3;A
ARQUIVADOS;2015;SIM;MASCULINO;CASADO(A);34;COSTA DO MARFIM;¡frica;S„o Paulo;SP;2016;N„o Comparecimento A 2 Entrevistas Consecutivas;1;B
ARQUIVADOS;2011;N√O;MASCULINO;CASADO(A);41;PAQUIST√O;¡sia;BrasÌlia;DF;2013;Decis„o Cnig Res. 27;2;A
ARQUIVADOS;2011;N√O;MASCULINO;SOLTEIRO(A);33;PAQUIST√O;¡sia;S„o Paulo;SP;2013;Decis„o Cnig Res. 27;2;A
ARQUIVADOS;2013;SIM;MASCULINO;SOLTEIRO(A);35;SERRA LEOA;¡frica;S„o Paulo;SP;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;SIM;MASCULINO;SOLTEIRO(A);35;BANGLADECHE;¡sia;Barrac„o;PR;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;SIM;MASCULINO;SOLTEIRO(A);25;BANGLADECHE;¡sia;GuaÌra;PR;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2011;SIM;MASCULINO;SOLTEIRO(A);25;PAQUIST√O;¡sia;S„o Paulo;SP;2013;Decis„o Cnig Res. 27;2;A
ARQUIVADOS;2013;SIM;MASCULINO;UNI√O EST¡VEL;36;REP. DOMINICANA;AmÈrica Central;Manaus;AM;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;SIM;MASCULINO;SOLTEIRO(A);24;CHINA;¡sia;S„o Paulo;SP;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;N√O;MASCULINO;CASADO(A);40;SENEGAL;¡frica;BrasilÈia;AC;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2011;SIM;FEMININO;SOLTEIRO(A);20;ANGOLA;¡frica;S„o Paulo;SP;2013;Decis„o Cnig Res. 27;2;A
ARQUIVADOS;2015;SIM;MASCULINO;SOLTEIRO(A);44;COL‘MBIA;AmÈrica Do Sul;S„o Paulo;SP;2016;N„o Comparecimento A 2 Entrevistas Consecutivas;1;B
ARQUIVADOS;2013;SIM;MASCULINO;SOLTEIRO(A);27;REP. DOMINICANA;AmÈrica Central;BrasilÈia;AC;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;SIM;MASCULINO;SOLTEIRO(A);24;GUIN…-BISSAU;¡frica;S„o Paulo;SP;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;SIM;MASCULINO;SOLTEIRO(A);36;GANA;¡frica;BrasÌlia;DF;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2008;N√O;MASCULINO;CASADO(A);52;BOLÕçVIA;AmÈrica Do Sul;BrasilÈia;AC;2009;DesistÍncia Volunt·ria;1;B
ARQUIVADOS;2013;SIM;MASCULINO;SOLTEIRO(A);31;GUIN…-BISSAU;¡frica;S„o Paulo;SP;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2010;SIM;MASCULINO;SOLTEIRO(A);35;GUIN…-BISSAU;¡frica;S„o Paulo;SP;2013;Decis„o Cnig Res. 27;3;A
ARQUIVADOS;2015;SIM;FEMININO;SOLTEIRO(A);23;CHINA;¡sia;S„o Paulo;SP;2016;N„o Comparecimento A 2 Entrevistas Consecutivas;1;B
ARQUIVADOS;2013;SIM;MASCULINO;SOLTEIRO(A);30;CHINA;¡sia;Rio De Janeiro;RJ;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;N√O;FEMININO;CASADO(A);23;G¬MBIA;¡frica;S„o Paulo;SP;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2013;N√O;MASCULINO;SOLTEIRO(A);32;GANA;¡frica;BrasÌlia;DF;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2014;SIM;FEMININO;SOLTEIRO(A);25;CUBA;AmÈrica Central;Nova IguaÁu;RJ;2016;N„o Comparecimento A 2 Entrevistas Consecutivas;2;A
ARQUIVADOS;2013;SIM;MASCULINO;SOLTEIRO(A);25;BANGLADECHE;¡sia;BrasÌlia;DF;2013;Decis„o Cnig Res. 27;0;B
ARQUIVADOS;2014;SIM;MASCULINO;SOLTEIRO(A);30;CUBA;AmÈrica Central;BrasÌlia;DF;2016;DesistÍncia Volunt·ria;2;A
